Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,243051 km,4.0,Automatic,Front,4-5,Left wheel,White,0,Low
1598,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3,213998 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,Low
-,HYUNDAI,Tucson Limited,2017,Jeep,Yes,Petrol,2,131200 km,6.0,Tiptronic,Front,4-5,Left wheel,Grey,8,Very High
640,KIA,Optima,2013,Sedan,Yes,Petrol,2,53217 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,230696 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
1624,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Petrol,3.5,208000 km,6.0,Tiptronic,4x4,4-5,Left wheel,Blue,10,High
530,NISSAN,Juke NISMO,2013,Jeep,No,Petrol,1.6 Turbo,95700 km,4.0,Tiptronic,4x4,4-5,Left wheel,Black,10,Very High
1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8.0,Automatic,4x4,4-5,Left wheel,Black,0,Very High
1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800 km,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,Low
687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,122740 km,4.0,Automatic,Front,4-5,Left wheel,White,4,High
1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,59136 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Low
-,MERCEDES-BENZ,270,2002,Sedan,No,Diesel,2.7 Turbo,354300 km,6.0,Tiptronic,Front,4-5,Left wheel,Silver,6,Medium
-,MERCEDES-BENZ,190,1992,Sedan,No,Petrol,1.8,0 km,4.0,Manual,Front,4-5,Left wheel,Black,2,Low
1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,58778 km,4.0,Automatic,Front,4-5,Left wheel,Blue,12,Low
779,VOLKSWAGEN,Passat B7,2013,Sedan,Yes,Petrol,2.5,105000 km,5.0,Automatic,Front,4-5,Left wheel,Grey,12,Medium
1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8.0,Automatic,4x4,4-5,Left wheel,Black,0,Very High
-,HYUNDAI,Veloster,2015,Hatchback,No,Petrol,1.6,17200 km,4.0,Tiptronic,Front,2-3,Left wheel,Red,10,Very High
-,TOYOTA,Camry sport,2016,Sedan,Yes,Petrol,2.5,65000 km,6.0,Tiptronic,Front,4-5,Left wheel,Blue,12,Low
-,TOYOTA,Aqua,2013,Hatchback,No,Petrol,1.5,130000 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,12,Medium
583,NISSAN,Juke,2011,Jeep,Yes,Petrol,1.6 Turbo,90102 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,High
1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,48035 km,4.0,Automatic,Front,4-5,Left wheel,Red,12,Low
1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Very High
2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,263190 km,8.0,Automatic,4x4,4-5,Left wheel,White,0,Low
1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,239224 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
-,MAZDA,MPV,2004,Minivan,No,CNG,2.3,16000 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,12,Medium
639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,686233 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,142655 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,56173 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Medium
-,MERCURY,Mariner,2009,Jeep,Yes,Hybrid,2.5,261000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,10,High
730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,51287 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
1292,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3,62938 km,6.0,Automatic,4x4,4-5,Left wheel,Black,0,High
640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,94307 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,183731 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
-,VAZ,2106,1991,Sedan,No,Petrol,1.3,0 km,4.0,Manual,Rear,4-5,Left wheel,White,0,Low
1442,TOYOTA,4Runner,2015,Jeep,Yes,Petrol,4,67355 km,6.0,Automatic,Front,4-5,Left wheel,Orange,12,Very High
1104,BMW,X5,2015,Jeep,Yes,Diesel,3,201056 km,6.0,Automatic,4x4,4-5,Left wheel,Black,0,Low
-,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,156800 km,4.0,Automatic,Front,4-5,Left wheel,Blue,12,High
603,LEXUS,RX 450,2015,Jeep,Yes,Hybrid,3.5,143619 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Medium
784,CHEVROLET,Malibu LT,2017,Sedan,No,Petrol,1.5,26095 km,4.0,Automatic,Front,4-5,Left wheel,Blue,8,High
-,CHEVROLET,Camaro,2011,Jeep,Yes,Petrol,3.6,84800 km,6.0,Tiptronic,Rear,2-3,Left wheel,Red,8,Very High
-,AUDI,A8,2016,Sedan,Yes,Petrol,3.0 Turbo,33000 km,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,Very High
-,SUZUKI,Ignis,2005,Hatchback,No,Petrol,1.3,190000 km,4.0,Manual,Front,4-5,Left wheel,Silver,4,Medium
-,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,77000 km,4.0,Automatic,Front,4-5,Left wheel,Blue,10,Very High
-,HYUNDAI,Getz,2008,Hatchback,No,Petrol,1.4,0 km,4.0,Manual,Front,4-5,Left wheel,Blue,2,Low
-,HYUNDAI,Tucson,2017,Jeep,No,Petrol,1.6 Turbo,17000 km,4.0,Tiptronic,4x4,4-5,Left wheel,Black,10,Very High
5877,MERCEDES-BENZ,CLK 430,2005,Cabriolet,No,Petrol,7.3,156470 km,12.0,Automatic,Rear,4-5,Left wheel,Black,12,Medium
890,KIA,Optima,2016,Sedan,Yes,Petrol,2,31102 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
753,JEEP,Compass,2012,Jeep,Yes,Petrol,2.4,91810 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,189530 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Medium
562,FIAT,500 46 ml,2015,Coupe,Yes,Petrol,1.4,75200 km,4.0,Tiptronic,Front,2-3,Left wheel,White,8,Medium
530,CHEVROLET,Aveo,2012,Sedan,Yes,Petrol,1.6,83244 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,283895 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,142264 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,149046 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
501,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.5,63300 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
1011,FORD,Explorer,2016,Jeep,Yes,Petrol,2.3,66508 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
1079,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2,22016 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
-,NISSAN,X-Trail,2002,Jeep,No,Petrol,2,158000 km,4.0,Manual,4x4,4-5,Left wheel,Golden,6,Medium
-,FORD,Transit Tourneo,2012,Microbus,No,Diesel,2.2 Turbo,125000 km,4.0,Manual,Front,4-5,Left wheel,White,1,Very High
986,ACURA,TSX,2010,Sedan,Yes,Petrol,2.4,203061 km,4.0,Automatic,Front,4-5,Left wheel,Blue,12,Low
751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,175827 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
676,VOLKSWAGEN,Caddy,2011,Goods wagon,No,Diesel,1.9 Turbo,171000 km,4.0,Manual,Front,4-5,Left wheel,White,2,Medium
915,BMW,X5,2014,Jeep,Yes,Petrol,3.0 Turbo,70000 km,6.0,Tiptronic,4x4,4-5,Left wheel,Blue,12,Very High
843,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,178000 km,4.0,Variator,Front,4-5,Left wheel,Golden,12,Medium
-,HONDA,Civic,2004,Sedan,No,CNG,1.7,135000 km,4.0,Variator,Front,4-5,Right-hand drive,White,2,Medium
781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,159379 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
642,BMW,328,2012,Sedan,Yes,Petrol,2,237933 km,4.0,Automatic,Rear,4-5,Left wheel,Blue,12,Low
640,CHEVROLET,Orlando,2013,Jeep,Yes,Diesel,2,121042 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,TOYOTA,Aqua,2012,Sedan,No,Hybrid,1.5,147431 km,3.0,Tiptronic,Front,4-5,Right-hand drive,White,5,Medium
765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,82196 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,MERCEDES-BENZ,E 230 124,1990,Sedan,No,CNG,2.3,350000 km,4.0,Automatic,Rear,4-5,Left wheel,Grey,0,Low
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,536315 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
640,BMW,328,2013,Sedan,Yes,Petrol,2.0 Turbo,126400 km,4.0,Manual,Rear,4-5,Left wheel,Black,12,Very High
446,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.3,117811 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,Medium
259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,131893 km,4.0,Automatic,Front,4-5,Left wheel,Brown,0,Low
-,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,13500 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,4,High
836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,173177 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
-,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,119000 km,4.0,Variator,Front,4-5,Left wheel,White,0,Very High
790,HYUNDAI,I30,2009,Universal,No,Diesel,1.6 Turbo,174582 km,4.0,Manual,Front,4-5,Left wheel,Black,8,Medium
-,VOLKSWAGEN,Vento,1993,Sedan,No,Petrol,1.8,245000 km,4.0,Automatic,Front,4-5,Left wheel,Carnelian red,2,Low
639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,352050 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
645,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.8,353606 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,Low
1024,FORD,Escape,2010,Jeep,Yes,Hybrid,2.5,174926 km,4.0,Automatic,Front,4-5,Left wheel,Grey,0,Low
1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,61600 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,85746 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,TOYOTA,Vitz,2007,Sedan,No,Petrol,1,11111 km,3.0,Automatic,Front,4-5,Right-hand drive,Silver,4,Medium
1104,MERCEDES-BENZ,C 400,2015,Sedan,Yes,Petrol,3,29469 km,6.0,Automatic,4x4,4-5,Left wheel,White,12,Low
-,FORD,Courier,2015,Universal,No,Petrol,1,16515 km,1.0,Manual,Front,4-5,Left wheel,White,0,Very High
753,KIA,Optima,2012,Sedan,Yes,Petrol,2.4,133605 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
-,BMW,530,2002,Sedan,Yes,Petrol,3,270000 km,6.0,Tiptronic,Rear,4-5,Left wheel,Silver,6,Medium
574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,187312 km,4.0,Automatic,Front,4-5,Left wheel,Blue,0,Low
729,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,30374 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
971,SSANGYONG,Korando,2016,Jeep,Yes,Diesel,2.2,105344 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,MITSUBISHI,Lancer,1997,Sedan,No,Petrol,1.3,100000 km,4.0,Manual,Rear,4-5,Left wheel,Red,0,Low
645,HYUNDAI,Elantra,2011,Jeep,Yes,Petrol,1.8,172502 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,137328 km,4.0,Automatic,Front,4-5,Left wheel,Silver,0,Low
687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,115783 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
629,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6 Turbo,74000 km,4.0,Tiptronic,4x4,4-5,Left wheel,Silver,10,Very High
639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,177523 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
639,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,2,122950 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
1091,TOYOTA,RAV 4,2016,Jeep,Yes,Petrol,2.5,125675 km,4.0,Automatic,4x4,4-5,Left wheel,Red,12,Low
-,HONDA,FIT,2007,Hatchback,No,Petrol,1.3,87000 km,4.0,Automatic,Front,4-5,Right-hand drive,Black,5,Low
1058,LEXUS,RX 450,2012,Jeep,Yes,Hybrid,3.5,232357 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
-,TOYOTA,Prius,2010,Hatchback,No,Petrol,1.8,0 km,4.0,Automatic,Front,4-5,Left wheel,Grey,8,High
859,JEEP,Wrangler,2014,Jeep,Yes,Diesel,2.8,176300 km,4.0,Automatic,Front,4-5,Left wheel,Brown,4,Very High
1172,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,226251 km,6.0,Automatic,Rear,2-3,Left wheel,Black,12,Low
777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,77803 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,0,Very High
-,MITSUBISHI,Colt,2008,Hatchback,No,Petrol,1.3,64862 km,4.0,Automatic,Front,4-5,Right-hand drive,Blue,2,Medium
528,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,1.6,78836 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
1190,TOYOTA,Tacoma,2014,Sedan,Yes,Petrol,4,0 km,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,Medium
640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,161000 km,4.0,Automatic,Front,4-5,Left wheel,Beige,10,Medium
753,KIA,Optima,2012,Sedan,Yes,Petrol,2.4,88000 km,4.0,Tiptronic,Front,4-5,Left wheel,Golden,12,High
862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,45984 km,4.0,Automatic,Front,4-5,Left wheel,White,4,High
836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,188083 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Petrol,3.5,140600 km,6.0,Tiptronic,4x4,4-5,Left wheel,White,12,Very High
640,KIA,Optima,2013,Sedan,Yes,Petrol,2,50338 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,65362 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
-,MERCEDES-BENZ,270,1988,Microbus,No,Diesel,2.4,13758 km,4.0,Manual,Rear,4-5,Left wheel,Yellow,0,Low
836,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2,350070 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Medium
-,MERCEDES-BENZ,S 320,2001,Sedan,Yes,Petrol,3.2,270000 km,6.0,Tiptronic,Rear,4-5,Left wheel,Black,12,Very High
-,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,182901 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,2,Very High
891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,50079 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,VOLKSWAGEN,Jetta,2008,Sedan,No,Petrol,2.5,122400 km,6.0,Manual,Front,4-5,Left wheel,Black,8,Medium
915,AUDI,A7,2014,Hatchback,Yes,Petrol,3,140507 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,0,Low
1053,MERCEDES-BENZ,ML 350,2014,Jeep,Yes,Petrol,3.5,94362 km,6.0,Automatic,Rear,4-5,Left wheel,White,12,Low
-,OPEL,Vectra,1997,Goods wagon,No,Petrol,1.6,111111 km,4.0,Manual,Front,4-5,Left wheel,Grey,2,Low
-,MERCEDES-BENZ,E 220,2005,Sedan,Yes,Diesel,2.2 Turbo,620000 km,4.0,Manual,Rear,4-5,Left wheel,Beige,8,Medium
639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,137469 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,131114 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,510248 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,70880 km,4.0,Automatic,Rear,4-5,Left wheel,Silver,12,High
584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,78222 km,4.0,Tiptronic,Front,4-5,Left wheel,Beige,10,High
382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,81440 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Low
836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,167512 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
-,HYUNDAI,Elantra,2013,Sedan,No,LPG,1.8,96000 km,4.0,Tiptronic,Front,4-5,Left wheel,White,8,Low
1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,29333 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,Medium
780,CHEVROLET,Cruze,2019,Sedan,Yes,Petrol,1.4,20040 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
1405,BMW,X5,2009,Jeep,Yes,Diesel,3,229854 km,6.0,Automatic,4x4,4-5,Left wheel,Green,0,Low
900,KIA,Optima,2015,Sedan,Yes,Petrol,2.4,109000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,6,Very High
779,TOYOTA,Camry,2013,Sedan,No,Petrol,2.5,140328 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,High
1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,382746 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,Low
-,JEEP,Liberty,2001,Jeep,No,Petrol,3.7,150000 km,6.0,Automatic,4x4,4-5,Left wheel,Red,0,Medium
880,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,1.6,5187 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,6800 km,6.0,Automatic,Front,4-5,Left wheel,Black,8,Very High
639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,134750 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,154115 km,8.0,Automatic,4x4,4-5,Left wheel,Black,0,Low
-,HYUNDAI,Elantra,2011,Sedan,No,Petrol,1.8,177600 km,4.0,Tiptronic,Front,4-5,Left wheel,White,9,High
1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,104697 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5 Turbo,85000 km,6.0,Tiptronic,Rear,4-5,Left wheel,Black,12,Very High
1288,CHEVROLET,Captiva,2007,Pickup,Yes,Diesel,2.0 Turbo,120000 km,4.0,Automatic,Front,4-5,Left wheel,White,8,Medium
7058,SUBARU,Legacy,2005,Sedan,Yes,Petrol,3,147000 km,6.0,Tiptronic,4x4,4-5,Right-hand drive,Black,6,Medium
1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,86000 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
-,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.5,121000 km,4.0,Tiptronic,Front,4-5,Right-hand drive,Silver,4,Medium
696,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.2,138742 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,287140 km,4.0,Automatic,Front,4-5,Left wheel,White,4,High
382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,81440 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Low
583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,133783 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,High
1090,CHEVROLET,Captiva,2008,Jeep,Yes,Diesel,2,57248 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
-,HONDA,FIT,2011,Sedan,No,Hybrid,1.3,120521 km,4.0,Tiptronic,Front,4-5,Right-hand drive,Black,6,Medium
707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,209900 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,88000 km,4.0,Automatic,Front,4-5,Left wheel,Grey,8,High
-,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,0 km,4.0,Automatic,Front,4-5,Left wheel,White,6,Low
915,BMW,X5,2014,Jeep,Yes,Diesel,3,141384 km,6.0,Automatic,4x4,4-5,Left wheel,Blue,0,Medium
1324,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,264877 km,6.0,Automatic,4x4,4-5,Left wheel,White,12,Low
640,VOLKSWAGEN,CC,2013,Sedan,Yes,Petrol,2,134400 km,4.0,Tiptronic,Front,4-5,Left wheel,White,12,High
1515,CHEVROLET,Nubira,2005,Goods wagon,No,Petrol,1.8,127000 km,4.0,Manual,Front,4-5,Left wheel,Blue,3,Low
-,VOLKSWAGEN,CC 2.0 T,2011,Sedan,Yes,Petrol,2.0 Turbo,138000 km,4.0,Manual,Front,4-5,Left wheel,White,6,High
629,SSANGYONG,Actyon,2015,Jeep,Yes,Petrol,1.6,215000 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,AUDI,A6,2006,Sedan,Yes,Petrol,3.2,260000 km,12.0,Tiptronic,Front,4-5,Left wheel,Silver,12,Medium
687,DAEWOO,Lacetti,2010,Sedan,Yes,Diesel,1.6,75840 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
456,TOYOTA,Camry XLE,2015,Sedan,Yes,Hybrid,2.5,0 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Very High
1172,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,170429 km,6.0,Automatic,Rear,2-3,Left wheel,Silver,12,High
-,MERCEDES-BENZ,C 200,2000,Goods wagon,No,CNG,2,21000 km,4.0,Manual,Rear,4-5,Left wheel,Silver,4,Medium
-,MERCEDES-BENZ,E 50,2000,Sedan,Yes,Petrol,5,160000 km,8.0,Tiptronic,Rear,4-5,Left wheel,Black,8,Medium
456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,241227 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Medium
687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,138425 km,4.0,Automatic,Front,4-5,Left wheel,White,4,High
-,VOLKSWAGEN,Vento,1997,Sedan,No,CNG,1.8,174000 km,4.0,Manual,Front,4-5,Left wheel,Silver,4,Low
1211,MERCEDES-BENZ,C 300 sport,2010,Sedan,Yes,Petrol,3,11000 km,6.0,Tiptronic,4x4,4-5,Left wheel,White,12,High
-,JAGUAR,F-type R,2015,Sedan,Yes,Petrol,5.0 Turbo,31000 km,8.0,Tiptronic,Rear,2-3,Left wheel,Orange,6,Very High
919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.0 Turbo,203500 km,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,12,Very High
893,HYUNDAI,I30,2008,Hatchback,Yes,Petrol,1.6,102000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
-,MERCEDES-BENZ,C 230,2006,Sedan,Yes,Petrol,2.5,225000 km,6.0,Manual,Rear,4-5,Left wheel,Black,8,High
730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,68942 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,89043 km,4.0,Automatic,Front,4-5,Left wheel,Brown,4,Very High
1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,64496 km,6.0,Automatic,4x4,4-5,Left wheel,Blue,12,Medium
690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,27038 km,6.0,Automatic,4x4,4-5,Left wheel,White,12,Low
-,MITSUBISHI,Pajero IO,2001,Jeep,No,Petrol,2,140000 km,4.0,Automatic,4x4,4-5,Left wheel,White,0,Low
779,TOYOTA,RAV 4,2013,Jeep,No,Petrol,2.5,83000 km,4.0,Tiptronic,4x4,4-5,Left wheel,Black,10,Very High
259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,112123 km,4.0,Automatic,Front,4-5,Left wheel,Silver,0,Medium
333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,0 km,4.0,Automatic,Front,4-5,Left wheel,Silver,0,Low
730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,31780 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,99040 km,4.0,Variator,Front,4-5,Left wheel,White,8,Very High
-,TOYOTA,Altezza,2001,Sedan,No,Petrol,2,160000 km,4.0,Tiptronic,Rear,4-5,Right-hand drive,Blue,2,Medium
761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,555 km,4.0,Tiptronic,Front,4-5,Left wheel,White,0,Low
